timestamp_ms,setpoint_v,sensor_v
0,0.0000,0.7406
500,0.0000,0.7309
1000,0.0000,0.7349
1500,0.0000,0.7301
2000,0.0000,0.7309
2500,0.0000,0.7341
3010,2.1000,0.7688
3510,2.1000,0.7793
4010,2.1000,0.7857
4510,2.1000,0.7607
5010,2.1000,0.7849
5510,2.1000,0.7865
6010,2.1000,0.7833
6510,2.1000,0.7841
7010,2.1000,0.7914
7510,2.1000,0.7825
8010,2.1000,0.7922
8510,2.1000,0.7857
9010,2.1000,0.7632
9510,2.1000,0.7897
10010,2.1000,0.7849
10510,2.1000,0.7857
11010,2.1000,0.7857
11510,2.1000,0.7857
12010,2.1000,0.7865
12510,2.1000,0.8091
13010,2.1000,0.7809
13510,2.1000,0.7817
14010,2.1000,0.7865
14510,2.1000,0.7809
15010,2.1000,0.7881
15510,2.1000,0.7849
16010,2.1000,0.8002
16510,2.1000,0.7841
17010,2.1000,0.7873
17510,2.1000,0.7793
18010,2.1000,0.7865
18510,2.1000,0.7736
19010,2.1000,0.7922
19510,2.1000,0.7865
20010,2.1000,0.7857
20510,2.1000,0.7865
21010,2.1000,0.7954
21510,2.1000,0.7873
22010,2.1000,0.7881
22510,2.1000,0.7849
23010,2.1000,0.7946
23510,2.1000,0.9896
24010,2.1000,1.0081
24510,2.1000,1.0162
25010,2.1000,1.0210
25510,2.1000,1.0017
26010,2.1000,1.0218
26510,2.1000,1.0242
27010,2.1000,1.2144
27510,2.1000,1.1967
28010,2.1000,1.1846
28510,2.1000,1.1935
29010,2.1000,1.2064
29510,2.1000,1.1991
30010,2.1000,1.2015
30510,2.1000,1.1886
31010,2.1000,1.0009
31510,2.1000,1.1991
32010,2.1000,1.2007
32510,2.1000,1.2048
33010,2.1000,1.2080
33510,2.1000,1.2040
34010,2.1000,1.1983
34510,2.1000,1.1919
35010,2.1000,1.2144
35510,2.1000,1.2040
36010,2.1000,1.2136
36510,2.1000,1.2636
37010,2.1000,1.1991
37510,2.1000,1.2048
38010,2.1000,1.2015
38510,2.1000,1.1959
39010,2.1000,1.1999
39510,2.1000,1.2096
40010,2.1000,1.2072
40510,2.1000,1.2048
41010,2.1000,1.1999
41510,2.1000,1.2193
42010,2.1000,1.2080
42510,2.1000,1.2032
43010,2.1000,1.2096
43510,2.1000,1.2104
44010,2.1000,1.2112
44510,2.1000,1.2032
45010,2.1000,1.2080
45510,2.1000,1.2338
46010,2.1000,1.2072
46510,2.1000,1.1991
47010,2.1000,1.1999
47510,2.1000,1.2007
48010,2.1000,1.2040
48510,2.1000,1.2144
49010,2.1000,1.2007
49510,2.1000,1.2048
50010,2.1000,1.2023
50510,2.1000,1.2128
51010,2.1000,1.2088
51510,2.1000,1.2064
52010,2.1000,1.1959
52510,2.1000,1.2104
53010,2.1000,1.2064
53510,2.1000,1.2032
54010,2.1000,1.2080
54510,2.1000,1.2056
55010,2.1000,1.2048
55510,2.1000,1.2120
56010,2.1000,1.2040
56510,2.1000,1.2370
57010,2.1000,1.1991
57510,2.1000,1.2104
58010,2.1000,1.2088
58510,2.1000,1.2112
59010,2.1000,1.2080
59510,2.1000,1.2048
60010,2.1000,1.2064
60510,2.1000,1.2072
61010,2.1000,1.2064
61510,2.1000,1.2056
62010,2.1000,1.2096
62510,2.1000,1.2096
63010,2.1000,1.2080
63510,2.1000,1.2015
64010,2.1000,1.2040
64510,2.1000,1.2096
65010,2.1000,1.2249
65510,2.1000,1.2048
66010,2.1000,1.2064
66510,2.1000,1.2040
67010,2.1000,1.2128
67510,2.1000,1.2023
68010,2.1000,1.2080
68510,2.1000,1.2096
69010,2.1000,1.1999
69510,2.1000,1.1991
70010,2.1000,1.1999
70510,2.1000,1.2273
71010,2.1000,1.2201
71510,2.1000,1.2193
72010,2.1000,1.0130
72510,2.1000,1.0444
73010,2.1000,1.0339
73510,2.1000,1.0323
74010,2.1000,0.9872
74510,2.1000,1.0331
75010,2.1000,1.0404
75510,2.1000,1.0331
76010,2.1000,1.0363
76510,2.1000,1.0307
77010,2.1000,1.0299
77510,2.1000,1.0315
78010,2.1000,1.0331
78510,2.1000,1.0259
79010,2.1000,1.0242
79510,2.1000,1.0307
80010,2.1000,1.0347
80510,2.1000,1.0331
81010,2.1000,1.0404
81510,2.1000,1.0291
82010,2.1000,1.0315
82510,2.1000,1.0234
83010,2.1000,1.0267
83510,2.1000,1.0307
84010,2.1000,1.0444
84510,2.1000,1.0291
85010,2.1000,1.0242
85510,2.1000,1.0323
86010,2.1000,1.0444
86510,2.1000,1.0275
87010,2.1000,1.0267
87510,2.1000,1.0267
88010,2.1000,1.0146
88510,2.1000,1.0355
89010,2.1000,1.0339
89510,2.1000,1.0315
90010,2.1000,1.0234
90510,2.1000,1.0371
91010,2.1000,1.0388
91510,2.1000,1.0355
92010,2.1000,1.0452
92510,2.1000,1.0428
93010,2.1000,1.0210
93510,2.1000,1.0404
94010,2.1000,0.9719
94510,2.1000,0.9686
95010,2.1000,1.0404
95510,2.1000,1.0420
96010,2.1000,1.0323
96510,2.1000,1.0299
97010,2.1000,1.0339
97510,2.1000,1.0396
98010,2.1000,1.0388
98510,2.1000,1.0347
99010,2.1000,1.0371
99510,2.1000,1.0355
100010,2.1000,1.0371
100510,2.1000,1.0444
101010,2.1000,1.0355
101510,2.1000,1.0307
102010,2.1000,1.0412
102510,2.1000,1.0363
103010,2.1000,1.0388
103510,2.1000,1.0291
104010,2.1000,1.0323
104510,2.1000,1.0355
105010,2.1000,1.0331
105510,2.1000,1.0436
106010,2.1000,1.0339
106510,2.1000,1.0597
107010,2.1000,1.0363
107510,2.1000,1.0500
108010,2.1000,1.0363
108510,2.1000,1.0412
109010,2.1000,1.0363
109510,2.1000,1.0420
110010,2.1000,1.0396
110510,2.1000,1.0307
111010,2.1000,1.0404
111510,2.1000,1.0436
112010,2.1000,1.0363
112510,2.1000,1.0355
113010,2.1000,1.0388
113510,2.1000,1.0371
114010,2.1000,1.0404
114510,2.1000,1.0444
115010,2.1000,1.0420
115510,2.1000,1.0323
116010,2.1000,1.0452
116510,2.1000,1.0444
117010,2.1000,1.0452
117510,2.1000,1.0315
118010,2.1000,1.0396
118510,2.1000,1.0315
119010,2.1000,1.0388
119510,2.1000,1.0420
120010,2.1000,1.0452
120510,2.1000,0.9856
121010,2.1000,1.0404
121510,2.1000,1.0371
122010,2.1000,1.0468
122510,2.1000,1.0371
123010,2.1000,1.0363
123510,2.1000,1.0492
124010,2.1000,1.0404
124510,2.1000,1.0500
125010,2.1000,1.0323
125510,2.1000,1.0565
126010,2.1000,1.0404
126510,2.1000,1.0291
127010,2.1000,1.0500
127510,2.1000,1.0371
128010,2.1000,1.0444
128510,2.1000,1.0436
129010,2.1000,1.0420
129510,2.1000,1.0452
130010,2.1000,1.0428
130510,2.1000,1.0331
131010,2.1000,1.0436
131510,2.1000,1.0444
132010,2.1000,1.0444
132510,2.1000,1.0468
133010,2.1000,1.0525
133510,2.1000,1.0452
134010,2.1000,1.0573
134510,2.1000,1.0468
135010,2.1000,1.0444
135510,2.1000,1.0460
136010,2.1000,1.0444
136510,2.1000,1.0363
137010,2.1000,1.0452
137510,2.1000,0.9872
138010,2.1000,1.1475
138510,2.1000,1.1016
139010,2.1000,1.0992
139510,2.1000,1.0936
140010,2.1000,1.0952
140510,2.1000,1.0782
141010,2.1000,1.0742
141510,2.1000,1.0831
142010,2.1000,1.0799
142510,2.1000,1.0839
143010,2.1000,1.0815
143510,2.1000,1.0831
144010,2.1000,1.0782
144510,2.1000,1.0790
145010,2.1000,1.0726
145510,2.1000,1.0678
146010,2.1000,1.0823
146510,2.1000,1.0670
147010,2.1000,1.0549
147510,2.1000,1.0605
148010,2.1000,1.0694
148510,2.1000,1.0589
149010,2.1000,1.0573
149510,2.1000,1.0581
150010,2.1000,1.0589
150510,2.1000,1.0605
151010,2.1000,1.0533
151510,2.1000,1.0541
152010,2.1000,1.0573
152510,2.1000,1.0686
153010,2.1000,1.0492
153510,2.1000,1.0645
154010,2.1000,1.0557
154510,2.1000,1.0589
155010,2.1000,1.0484
155510,2.1000,1.0694
156010,2.1000,1.0686
156510,2.1000,1.0613
157010,2.1000,1.0573
157510,2.1000,1.0589
158010,2.1000,1.0525
158510,2.1000,1.0597
159010,2.1000,1.0549
159510,2.1000,1.0565
160010,2.1000,1.0581
160510,2.1000,1.0589
161010,2.1000,1.0605
161510,2.1000,1.0589
162010,2.1000,1.0533
162510,2.1000,1.0533
163010,2.1000,1.0533
163510,2.1000,1.0549
164010,2.1000,1.0500
164510,2.1000,1.0565
165010,2.1000,1.0533
165510,2.1000,1.0629
166010,2.1000,1.0621
166510,2.1000,1.0702
167010,2.1000,1.0468
167510,2.1000,1.0573
168010,2.1000,1.0234
168510,2.1000,1.0484
169010,2.1000,1.0686
169510,2.1000,1.0662
170010,2.1000,1.0613
170510,2.1000,1.0742
171010,2.1000,1.0653
171510,2.1000,1.0686
172010,2.1000,1.0726
172510,2.1000,1.0613
173010,2.1000,1.0565
173510,2.1000,1.0662
174010,2.1000,1.0645
174510,2.1000,1.0694
175010,2.1000,1.0565
175510,2.1000,1.0653
176010,2.1000,1.0694
176510,2.1000,1.0662
177010,2.1000,1.0678
177510,2.1000,1.0597
178010,2.1000,1.0629
178510,2.1000,1.0597
179010,2.1000,1.0653
179510,2.1000,1.0621
180010,2.1000,1.0613
180510,2.1000,1.0686
181010,2.1000,1.0597
181510,2.1000,1.0613
182010,2.1000,1.0589
182510,2.1000,1.0653
183010,2.1000,1.0662
183510,2.1000,1.0645
184010,2.1000,1.0355
184510,2.1000,1.0847
185010,2.1000,1.0589
185510,2.1000,1.0613
186010,2.1000,1.0726
186510,2.1000,1.0597
187010,2.1000,1.0662
187510,2.1000,1.0678
188010,2.1000,1.0533
188510,2.1000,1.0686
189010,2.1000,1.0662
189510,2.1000,1.0597
190010,2.1000,1.0621
190510,2.1000,1.0629
191010,2.1000,1.0678
191510,2.1000,1.0629
192010,2.1000,1.0694
192510,2.1000,1.0597
193010,2.1000,1.0653
193510,2.1000,1.0629
194010,2.1000,1.0670
194510,2.1000,1.0500
195010,2.1000,1.0573
195510,2.1000,1.0637
196010,2.1000,1.0581
196510,2.1000,1.0645
197010,2.1000,1.0597
197510,2.1000,1.0694
198010,2.1000,1.0645
198510,2.1000,1.0629
199010,2.1000,1.0686
199510,2.1000,1.0597
200010,2.1000,1.0662
200510,2.1000,1.0565
201010,2.1000,1.0686
201510,2.1000,1.0678
202010,2.1000,1.0670
202510,2.1000,1.0645
203010,2.1000,1.0605
203510,2.1000,1.0629
204010,2.1000,1.0653
204510,2.1000,1.0742
205010,2.1000,1.0726
205510,2.1000,1.0702
206010,2.1000,1.0678
206510,2.1000,1.0823
