timestamp_ms,setpoint_v,sensor_v
107511,1.8000,0.7954
108011,1.8000,0.8123
108511,1.8000,0.8051
109011,1.8000,0.8123
109511,1.8000,0.8107
110011,1.8000,0.8034
110511,1.8000,0.8083
111011,1.8000,0.7914
111511,1.8000,0.8018
112011,1.8000,0.8051
112511,1.8000,0.8099
113011,1.8000,0.8075
113511,1.8000,0.8204
114011,1.8000,0.8123
114511,1.8000,0.7881
115011,1.8000,0.8163
115511,1.8000,0.8018
116011,1.8000,0.8034
116511,1.8000,0.8099
117011,1.8000,0.8179
117511,1.8000,0.8067
118011,1.8000,0.8107
118511,1.8000,0.8179
119011,1.8000,0.8123
119511,1.8000,0.8123
120011,1.8000,0.8147
120511,1.8000,0.8034
121011,1.8000,0.7615
121511,1.8000,0.8147
122011,1.8000,0.7962
122511,1.8000,0.8155
123011,1.8000,0.8099
123511,1.8000,0.8179
124011,1.8000,0.8163
124511,1.8000,0.7978
125011,1.8000,0.8123
125511,1.8000,0.7946
126011,1.8000,0.8123
126511,1.8000,0.8131
127011,1.8000,0.8131
127511,1.8000,0.8236
128011,1.8000,0.8067
128511,1.8000,0.8018
129011,1.8000,0.7978
129511,1.8000,0.8131
130011,1.8000,0.8083
130511,1.8000,0.8131
131011,1.8000,0.8099
131511,1.8000,0.8123
132011,1.8000,0.8002
132511,1.8000,0.7938
133011,1.8000,0.8179
133511,1.8000,0.7922
134011,1.8000,0.8171
134511,1.8000,0.8147
135011,1.8000,0.8163
135511,1.8000,0.8131
136011,1.8000,0.8075
136511,1.8000,0.8123
137011,1.8000,0.8123
137511,1.8000,0.8244
138011,1.8000,0.8163
138511,1.8000,0.8244
139011,1.8000,0.8115
139511,1.8000,0.8131
140011,1.8000,0.8236
140511,1.8000,0.8123
141011,1.8000,0.8139
141511,1.8000,0.8244
142011,1.8000,0.8244
142511,1.8000,0.8244
143011,1.8000,0.8171
143511,1.8000,0.8244
144011,1.8000,0.8453
144511,1.8000,0.8107
145011,1.8000,0.8204
145511,1.8000,0.8204
146011,1.8000,0.8325
146511,1.8000,0.8244
147011,1.8000,0.8179
147511,1.8000,0.8147
148011,1.8000,0.8196
148511,1.8000,0.8244
149011,1.8000,0.8244
149511,1.8000,0.8123
150011,1.8000,0.8244
150511,1.8000,0.8188
151011,1.8000,0.8147
151511,1.8000,0.8155
152011,1.8000,0.8196
152511,1.8000,0.8244
153011,1.8000,0.8405
153511,1.8000,0.8179
154011,1.8000,0.8357
154511,1.8000,0.8518
155011,1.8000,0.7962
155511,1.8000,0.8244
156011,1.8000,0.8228
156511,1.8000,0.8244
157011,1.8000,0.8421
157511,1.8000,0.8179
158011,1.8000,0.8228
158511,1.8000,0.8236
159011,1.8000,0.8236
159511,1.8000,0.8437
160011,1.8000,0.8590
160511,1.8000,0.8365
161011,1.8000,0.8397
161511,1.8000,0.8381
162011,1.8000,0.8333
162511,1.8000,0.8429
163011,1.8000,0.8437
163511,1.8000,0.8341
164011,1.8000,0.8244
164511,1.8000,0.8333
165011,1.8000,0.8462
165511,1.8000,0.8365
166011,1.8000,0.8381
166511,1.8000,0.8236
167011,1.8000,0.8171
167511,1.8000,0.8381
168011,1.8000,0.8397
168511,1.8000,0.8445
169011,1.8000,0.8373
169511,1.8000,0.8316
170011,1.8000,0.8437
170511,1.8000,0.8244
171011,1.8000,0.8470
171511,1.8000,0.8470
172011,1.8000,0.8228
172511,1.8000,0.8405
173011,1.8000,0.8381
173511,1.8000,0.8526
174011,1.8000,0.8389
174511,1.8000,0.8397
175011,1.8000,0.8381
175511,1.8000,0.8429
176011,1.8000,0.8357
176511,1.8000,0.8405
177011,1.8000,0.8429
177511,1.8000,0.8478
178011,1.8000,0.8357
178511,1.8000,0.8421
179011,1.8000,0.8244
179511,1.8000,0.8244
180011,1.8000,0.8381
180511,1.8000,0.8244
181011,1.8000,0.8462
181511,1.8000,0.8405
182011,1.8000,0.8381
182511,1.8000,0.8510
183011,1.8000,0.8349
183511,1.8000,0.8429
184011,1.8000,0.8494
184511,1.8000,0.8421
185011,1.8000,0.8453
185511,1.8000,0.8453
186011,1.8000,0.8405
186511,1.8000,0.8550
187011,1.8000,0.8357
187511,1.8000,0.8405
188011,1.8000,0.8494
188511,1.8000,0.8341
189011,1.8000,0.8405
189511,1.8000,0.8486
190011,1.8000,0.8502
190511,1.8000,0.8381
191011,1.8000,0.8510
191511,1.8000,0.8381
192011,1.8000,0.8550
192511,1.8000,0.8566
193011,1.8000,0.8502
193511,1.8000,0.8639
194011,1.8000,0.8220
194511,1.8000,0.8711
195011,1.8000,0.8582
195511,1.8000,0.8502
196011,1.8000,0.8453
196511,1.8000,0.8341
