timestamp_ms,ref_v,u_v,sensor_v_avg,error,p_term,i_term,d_term,sat
4074500,1.7000,0.8337,0.8663,0.83370,0.83370,0.00000,0.00000,0
4075000,1.7000,0.8345,0.8655,0.83451,0.83451,0.00000,0.00000,0
4075500,1.7000,0.8361,0.8639,0.83612,0.83612,0.00000,0.00000,0
4076000,1.7000,0.8361,0.8639,0.83612,0.83612,0.00000,0.00000,0
4076500,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4077000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4077500,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4078000,1.7000,0.8458,0.8542,0.84579,0.84579,0.00000,0.00000,0
4078500,1.7000,0.8450,0.8550,0.84498,0.84498,0.00000,0.00000,0
4079000,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4079500,1.7000,0.8442,0.8558,0.84418,0.84418,0.00000,0.00000,0
4080000,1.7000,0.8442,0.8558,0.84418,0.84418,0.00000,0.00000,0
4080500,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4081000,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4081500,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4082000,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4082500,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4083000,1.7000,0.8385,0.8615,0.83853,0.83853,0.00000,0.00000,0
4083500,1.7000,0.8369,0.8631,0.83692,0.83692,0.00000,0.00000,0
4084000,1.7000,0.8361,0.8639,0.83612,0.83612,0.00000,0.00000,0
4084500,1.7000,0.8361,0.8639,0.83612,0.83612,0.00000,0.00000,0
4085000,1.7000,0.8361,0.8639,0.83612,0.83612,0.00000,0.00000,0
4085500,1.7000,0.8369,0.8631,0.83692,0.83692,0.00000,0.00000,0
4086000,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4086500,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4087000,1.7000,0.8369,0.8631,0.83692,0.83692,0.00000,0.00000,0
4087500,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4088000,1.7000,0.8393,0.8607,0.83934,0.83934,0.00000,0.00000,0
4088500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4089000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4089500,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4090000,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
